id ,text,label,index,description,
362,QFN 티칭 DontCare ROI 생성,/teaching/qfn/update?propertyName=DontCareRoi&value=add,5,,
363,QFN DontCare 로이 추가,/teaching/qfn/update?propertyName=DontCareRoi&value=,5,,
364,QFN DontCare 로이 삭제,/teaching/qfn/update?propertyName=DontCareRoi&value=,5,,
365,QFN DontCare 로이 초기화 ,/teaching/qfn/update?propertyName=DontCareRoi&value=,5,,
366,Surface 임계값을 8-24로 해 주세요,/teaching/lga/update?propertyName=Surface_Threshold&value=8-24,5,Surface 임계값 조절,
367,Surface 임계값 5-27로 바꿔,/teaching/lga/update?propertyName=Surface_Threshold&value=5-27,5,Surface 임계값 5-27 설정,
368,Surface 임계값 조정 32-105,/teaching/lga/update?propertyName=Surface_Threshold&value=32-105,5,Surface 임계값 32~105 적용,
369,Surface 임계값 3-51,/teaching/lga/update?propertyName=Surface_Threshold&value=3-51,5,Surface 임계값 3~51,
370,Surface 임계값을 17-80으로,/teaching/lga/update?propertyName=Surface_Threshold&value=17-80,5,,
371,Surface 임계값을 17-42로,/teaching/lga/update?propertyName=Surface_Threshold&value=17-42,5,Surface 임계값 17~42,
372,Surface 임계값을 12-30으로 맞춤,/teaching/lga/update?propertyName=Surface_Threshold&value=12-30,5,Surface 임계값 조정,
373,Surface 임계값 세팅 12-28,/teaching/lga/update?propertyName=Surface_Threshold&value=12-28,5,Surface 임계값 12~28 세팅,
374,Surface 임계값 10-33,/teaching/lga/update?propertyName=Surface_Threshold&value=10-33,5,,
375,Surface 임계치를 10부터 29로 설정해주세요,/teaching/lga/update?propertyName=Surface_Threshold&value=10-29,5,Surface 임계값 10-29 지정,
376,Surface ROI 초기화,/teaching/lga/update?propertyName=Surface_Button&value=reset,5,Surface ROI 초기화,
377,Surface 영역 리셋,/teaching/lga/update?propertyName=Surface_Button&value=reset,5,,
378,Surface ROI 싹 초기화,/teaching/lga/update?propertyName=Surface_Button&value=reset,5,Surface ROI 전체 초기화,
379,Surface 영역 초기화 부탁드립니다,/teaching/lga/update?propertyName=Surface_Button&value=reset,5,Surface ROI 초기화 요청,
380,Surface ROI 전체 초기화 부탁해요,/teaching/lga/update?propertyName=Surface_Button&value=reset,5,Surface 영역 ROI 초기화,
381,Surface ROI 전면 리셋 부탁해요,/teaching/lga/update?propertyName=Surface_Button&value=reset,5,Surface ROI 초기화 명령,
382,Surface ROI 삭제,/teaching/lga/update?propertyName=Surface_Button&value=delete,5,Surface ROI 삭제,
383,Surface ROI 싹다 삭제해,/teaching/lga/update?propertyName=Surface_Button&value=delete,5,,
384,Surface ROI 제거 요청,/teaching/lga/update?propertyName=Surface_Button&value=delete,5,,
385,Surface 영역 례이 삭제,/teaching/lga/update?propertyName=Surface_Button&value=delete,5,Surface ROI 전체 삭제,
386,Surface ROI 삭제해봐,/teaching/lga/update?propertyName=Surface_Button&value=delete,5,Surface ROI 신속 삭제,
387,Surface 영역을 삭제하려고 해요,/teaching/lga/update?propertyName=Surface_Button&value=delete,5,Surface ROI 삭제 명령,
388,Surface ROI 추가,/teaching/lga/update?propertyName=Surface_Button&value=add,5,Surface ROI 추가,
389,Surface 부분 추가,/teaching/lga/update?propertyName=Surface_Button&value=add,5,Surface ROI 추가,
390,Surface ROI를 생성해주세요,/teaching/lga/update?propertyName=Surface_Button&value=add,5,,
391,Surface ROI 새로 추가,/teaching/lga/update?propertyName=Surface_Button&value=add,5,,
392,Surface ROI 추가 요청,/teaching/lga/update?propertyName=Surface_Button&value=add,5,Surface ROI 새로 생성,
393,Surface 영역 등록 부탁합니다,/teaching/lga/update?propertyName=Surface_Button&value=add,5,Surface ROI 추가 요청,
394,Surface 영역에 새 ROI 추가 바랍니다,/teaching/lga/update?propertyName=Surface_Button&value=add,5,Surface 영역 ROI 추가,
395,Surface 영역 새롭게 추가해 주세요,/teaching/lga/update?propertyName=Surface_Button&value=add,5,Surface ROI 추가 요청,
396,Sawing 임계값 9-15,/teaching/lga/update?propertyName=Sawing_Threshold&value=9-15,5,Sawing 임계값 9~15 입력,
397,Sawing 임계값 80-120,/teaching/lga/update?propertyName=Sawing_Threshold&value=80-120,5,Sawing 임계값 80~120,
398,Sawing 임계값 70-110으로 변경,/teaching/lga/update?propertyName=Sawing_Threshold&value=70-110,5,Sawing 임계값 변경,
399,Sawing 임계값 7-18로 바꿨어요,/teaching/lga/update?propertyName=Sawing_Threshold&value=7-18,5,Sawing 임계값 변경,
400,Sawing 임계값 7-17로 변경 요청합니다,/teaching/lga/update?propertyName=Sawing_Threshold&value=7-17,5,Sawing 임계값 7-17 변경,
401,Sawing 임계값을 60-111로,/teaching/lga/update?propertyName=Sawing_Threshold&value=60-111,5,,
402,Sawing 임계값 6-12로 수정해 주세요,/teaching/lga/update?propertyName=Sawing_Threshold&value=6-12,5,Sawing 임계값 변경,
403,Sawing 임계값을 55에서 75로 설정해 주십시오,/teaching/lga/update?propertyName=Sawing_Threshold&value=55-75,5,Sawing 임계값 55-75 설정,
404,Sawing 임계값 51-97로 입력,/teaching/lga/update?propertyName=Sawing_Threshold&value=51-97,5,Sawing 임계값 51~97로 지정,
405,Sawing 임계값을 5-8로,/teaching/lga/update?propertyName=Sawing_Threshold&value=5-8,5,Sawing 임계값 5-8 적용,
406,Sawing 임계값을 45-80으로 적용,/teaching/lga/update?propertyName=Sawing_Threshold&value=45-80,5,Sawing 임계값 45-80 변화,
407,Sawing 임계값변경 4-22,/teaching/lga/update?propertyName=Sawing_Threshold&value=4-22,5,Sawing 임계값 4~22,
408,Sawing 임계값을 30부터 85까지로 변경해주세요,/teaching/lga/update?propertyName=Sawing_Threshold&value=30-85,5,Sawing 임계값 세팅,
409,Sawing 임계값 3-15,/teaching/lga/update?propertyName=Sawing_Threshold&value=3-15,5,,
410,RejectMark 임계값 99-205,/teaching/lga/update?propertyName=RejectMark_Threshold&value=99-205,5,RejectMark 임계값 99-205,
411,RejectMark 임계값 90-200 추천,/teaching/lga/update?propertyName=RejectMark_Threshold&value=90-200,5,RejectMark 임계값 추천,
412,RejectMark 임계값 85에서 190으로 조절해 주세요,/teaching/lga/update?propertyName=RejectMark_Threshold&value=85-190,5,RejectMark 임계값 85-190 조절,
413,RejectMark 임계값을 80-190으로 맞춰주세요,/teaching/lga/update?propertyName=RejectMark_Threshold&value=80-190,5,RejectMark 임계값 맞춤,
414,RejectMark 임계값 62-108,/teaching/lga/update?propertyName=RejectMark_Threshold&value=62-108,5,RejectMark 임계값 62~108 입력,
415,RejectMark 임계값 58-112,/teaching/lga/update?propertyName=RejectMark_Threshold&value=58-112,5,RejectMark 임계값 58~112로 변경,
416,RejectMark 임계값 40-100으로,/teaching/lga/update?propertyName=RejectMark_Threshold&value=40-100,5,RejectMark 임계값 변경,
417,RejectMark 임계값 33-101,/teaching/lga/update?propertyName=RejectMark_Threshold&value=33-101,5,RejectMark 임계값 33~101,
418,RejectMark 임계값을 30에서 106으로 조정 부탁드립니다,/teaching/lga/update?propertyName=RejectMark_Threshold&value=30-106,5,RejectMark 임계값 30-106 조정,
419,RejectMark 임계값 25-90으로 맞춰 주세요,/teaching/lga/update?propertyName=RejectMark_Threshold&value=25-90,5,RejectMark 임계값 수정,
420,RejectMark 임계값 25-77,/teaching/lga/update?propertyName=RejectMark_Threshold&value=25-77,5,,
421,RejectMark 임계값 15-89,/teaching/lga/update?propertyName=RejectMark_Threshold&value=15-89,5,,
422,RejectMark 임계값 120-200,/teaching/lga/update?propertyName=RejectMark_Threshold&value=120-200,5,RejectMark 임계값 120~200,
423,Pads 임계값 5에서 25로 변경해 주세요,/teaching/lga/update?propertyName=Pads_Threshold&value=5-25,5,Pads 임계값 변경,
424,Pads 임계값 40-60,/teaching/lga/update?propertyName=Pads_Threshold&value=40-60,5,,
425,Pads 임계값 35-70으로 업데이트,/teaching/lga/update?propertyName=Pads_Threshold&value=35-70,5,Pads 임계값 업데이트,
426,Pads 임계값 33-77로,/teaching/lga/update?propertyName=Pads_Threshold&value=33-77,5,Pads 임계값 33-77 지정,
427,Pads 임계값 25-60으로 조정,/teaching/lga/update?propertyName=Pads_Threshold&value=25-60,5,Pads 임계값 25-60 변경,
428,Pads 임계값 25에서 60 사이로 맞춰 주세요,/teaching/lga/update?propertyName=Pads_Threshold&value=25-60,5,Pads 임계값 25-60 맞춤,
429,Pads 임계값 바꿔 23-80,/teaching/lga/update?propertyName=Pads_Threshold&value=23-80,5,Pads 임계값 23~80로 변경,
430,Pads 임계값 재설정 22-38,/teaching/lga/update?propertyName=Pads_Threshold&value=22-38,5,Pads 임계값 22~38 변경,
431,Pads 탭 임계값 21-31,/teaching/lga/update?propertyName=Pads_Threshold&value=21-31,5,,
432,Pads 임계값을 20-60으로,/teaching/lga/update?propertyName=Pads_Threshold&value=20-60,5,Pads 임계값 20-60 설정,
433,Pads 임계값 20-55로 조절 바랍니다,/teaching/lga/update?propertyName=Pads_Threshold&value=20-55,5,Pads 임계값 재조정,
434,LGA 임계값 2-33 설정 ,/teaching/lga/update?propertyName=Pads_Threshold&value=2-33,5,LGA Pads 임계값 변경,
435,Pads 임계값 16-30,/teaching/lga/update?propertyName=Pads_Threshold&value=16-30,5,,
436,Pads 임계값 15-55,/teaching/lga/update?propertyName=Pads_Threshold&value=15-55,5,Pads 임계값 15~55로 설정,
437,Pads 임계값을 13-48로,/teaching/lga/update?propertyName=Pads_Threshold&value=13-48,5,Pads 임계값 13~48 설정,
438,Pads 임계값 12에서 48로 바꿔야 해요,/teaching/lga/update?propertyName=Pads_Threshold&value=12-48,5,Pads 임계값 12-48 설정,
439,Pads 임계값 10-50으로 지정,/teaching/lga/update?propertyName=Pads_Threshold&value=10-50,5,Pads 임계값 10-50 설정,
440,Pads 임계값 10-40으로 설정,/teaching/lga/update?propertyName=Pads_Threshold&value=10-40,5,Pads 임계값 설정 10-40,
441,Pads ROI 초기화,/teaching/lga/update?propertyName=Pads_Button&value=reset,5,Pads ROI 초기화,
442,패드 ROI 재설정,/teaching/lga/update?propertyName=Pads_Button&value=reset,5,,
443,Pads ROI 값 초기화 진행,/teaching/lga/update?propertyName=Pads_Button&value=reset,5,Pads ROI 값 모두 초기화,
444,Pads ROI 전체 해제,/teaching/lga/update?propertyName=Pads_Button&value=reset,5,Pads ROI 전체값 해제,
445,Pads ROI 리스트 갱신,/teaching/lga/update?propertyName=Pads_Button&value=reset,5,Pads ROI 리스트 새로고침,
446,Pads 롤을 초기화 하고 싶어요,/teaching/lga/update?propertyName=Pads_Button&value=reset,5,Pads ROI 초기화 실행,
447,Pads ROI 모두 지워주세요,/teaching/lga/update?propertyName=Pads_Button&value=reset,5,Pads 영역 ROI 초기화,
448,Pads 영역 모두 지워 주세요,/teaching/lga/update?propertyName=Pads_Button&value=reset,5,Pads 탭의 모든 ROI 초기화,
449,Pads ROI 삭제,/teaching/lga/update?propertyName=Pads_Button&value=delete,5,Pads ROI 삭제,
450,Pads ROI 삭제해주시기 바랍니다,/teaching/lga/update?propertyName=Pads_Button&value=delete,5,,
451,Pads 영역을 제거해 주세요,/teaching/lga/update?propertyName=Pads_Button&value=delete,5,Pads 영역 ROI 삭제,
452,LGA 티칭 부분 설정 ,/teaching/lga/update?propertyName=Pads_Button&value=add,5,LGA Pads ROI 추가,
453,Pads ROI 추가,/teaching/lga/update?propertyName=Pads_Button&value=add,5,Pads ROI 추가,
454,Pads 로이 생성해,/teaching/lga/update?propertyName=Pads_Button&value=add,5,Pads ROI 추가,
455,Pads ROI 전부 등록,/teaching/lga/update?propertyName=Pads_Button&value=add,5,,
456,Pads ROI를 증가시켜줘,/teaching/lga/update?propertyName=Pads_Button&value=add,5,,
457,Pads ROI 전체 신규 생성,/teaching/lga/update?propertyName=Pads_Button&value=add,5,Pads 탭 례이 새로 추가됨,
458,Pads ROI 카운트 변경,/teaching/lga/update?propertyName=Pads_Button&value=add,5,Pads 탭 례이 개수 증가,
459,Pads 례이 새로 추가되었습니다,/teaching/lga/update?propertyName=Pads_Button&value=add,5,Pads 탭에서 ROI가 추가됨,
460,Pads 영역 ROI 추가해주시겠어요?,/teaching/lga/update?propertyName=Pads_Button&value=add,5,Pads 탭 ROI 새로 추가,
461,Pads 영역 새로 추가해 주세요,/teaching/lga/update?propertyName=Pads_Button&value=add,5,Pads 탭에 새로운 ROI 추가,
462,Package 임계값 9-19,/teaching/lga/update?propertyName=Package_Threshold&value=9-19,5,Package 임계값 9~19 지정,
463,Package 임계값을 5-20으로,/teaching/lga/update?propertyName=Package_Threshold&value=5-20,5,Package 임계값 5~20 세팅,
464,Package 임계값 5부터 16까지 바꿔 주세요,/teaching/lga/update?propertyName=Package_Threshold&value=5-16,5,Package 임계값 5-16 설정,
465,Package 임계값 2-17,/teaching/lga/update?propertyName=Package_Threshold&value=2-17,5,,
466,Package 임계값 1-15로 세팅,/teaching/lga/update?propertyName=Package_Threshold&value=1-15,5,Package 임계값 설정,
467,Package 임계값을 1-14로 조정해 주세요,/teaching/lga/update?propertyName=Package_Threshold&value=1-14,5,Package 임계값 변경,
468,Package 임계값 1-10,/teaching/lga/update?propertyName=Package_Threshold&value=1-10,5,Package 임계값 1-10 설정,
469,Leads 임계값 8-26 범위로 지정해 주세요,/teaching/lga/update?propertyName=Leads_Threshold&value=8-26,5,Leads 임계값 8-26 지정,
470,Leads 임계값측정 7-41,/teaching/lga/update?propertyName=Leads_Threshold&value=7-41,5,Leads 임계값 7~41 적용,
471,Leads 임계값 범위 6-33 적용,/teaching/lga/update?propertyName=Leads_Threshold&value=6-33,5,Leads 임계값 6~33 적용,
472,Leads 임계값 5-37,/teaching/lga/update?propertyName=Leads_Threshold&value=5-37,5,,
473,Leads 임계값을 5-27로 바꿔주세요,/teaching/lga/update?propertyName=Leads_Threshold&value=5-27,5,Leads 임계값 조정,
474,Leads 임계값 4부터 30으로 조정 부탁드립니다,/teaching/lga/update?propertyName=Leads_Threshold&value=4-30,5,Leads 임계값 4-30 변경,
475,Leads 임계값 4-29,/teaching/lga/update?propertyName=Leads_Threshold&value=4-29,5,,
476,Leads 임계값 3-20으로 적용,/teaching/lga/update?propertyName=Leads_Threshold&value=3-20,5,Leads 임계값 3-20 설정,
477,Leads 임계값 2-23,/teaching/lga/update?propertyName=Leads_Threshold&value=2-23,5,Leads 임계값 2-23,
478,Leads 임계값 15-47,/teaching/lga/update?propertyName=Leads_Threshold&value=15-47,5,Leads 임계값 15-47,
479,Leads 임계치 14-36,/teaching/lga/update?propertyName=Leads_Threshold&value=14-36,5,Leads 임계값 14~36,
480,Leads 임계값 11-29로,/teaching/lga/update?propertyName=Leads_Threshold&value=11-29,5,Leads 임계값 11~29 지정,
481,Leads 임계값 10-35으로 조정,/teaching/lga/update?propertyName=Leads_Threshold&value=10-35,5,Leads 임계값 조정,
482,Leads 임계값 범위 10-35로 바꿔 주세요,/teaching/lga/update?propertyName=Leads_Threshold&value=10-35,5,Leads 임계값 수정,
483,Leads ROI 초기화,/teaching/lga/update?propertyName=Leads_Button&value=reset,5,Leads ROI 초기화,
484,Leads ROI 전부 reset,/teaching/lga/update?propertyName=Leads_Button&value=reset,5,,
485,Leads ROI 모두 다 비워줘,/teaching/lga/update?propertyName=Leads_Button&value=reset,5,,
486,Leads ROI 일괄 리셋,/teaching/lga/update?propertyName=Leads_Button&value=reset,5,모든 Leads ROI 초기화,
487,Leads 영역 초기화 했습니다,/teaching/lga/update?propertyName=Leads_Button&value=reset,5,Leads ROI 초기화,
488,Leads ROI 삭제,/teaching/lga/update?propertyName=Leads_Button&value=delete,5,Leads ROI 삭제,
489,Leads 영역 모두 삭제,/teaching/lga/update?propertyName=Leads_Button&value=delete,5,Leads ROI 삭제,
490,Leads ROI를 제거하세요,/teaching/lga/update?propertyName=Leads_Button&value=delete,5,,
491,Leads ROI 전체 제거,/teaching/lga/update?propertyName=Leads_Button&value=delete,5,Leads 영역 례이 전체 삭제,
492,Leads ROI 항목 지우기,/teaching/lga/update?propertyName=Leads_Button&value=delete,5,Leads ROI 항목 일괄 삭제,
493,Leads 영역 전체 삭제할게요,/teaching/lga/update?propertyName=Leads_Button&value=delete,5,Leads ROI 삭제 명령,
494,Leads 영역 ROI 삭제 부탁드립니다,/teaching/lga/update?propertyName=Leads_Button&value=delete,5,Leads 영역 ROI 삭제,
495,Leads ROI를 삭제해 주시겠어요?,/teaching/lga/update?propertyName=Leads_Button&value=delete,5,Leads 탭 ROI 삭제명령,
496,Leads ROI 추가,/teaching/lga/update?propertyName=Leads_Button&value=add,5,Leads ROI 추가,
497,Leads ROI 전체 생성을 해줘,/teaching/lga/update?propertyName=Leads_Button&value=add,5,,
498,Leads ROI 다 생성,/teaching/lga/update?propertyName=Leads_Button&value=add,5,,
499,Leads ROI 신규 만들기,/teaching/lga/update?propertyName=Leads_Button&value=add,5,Leads 탭에 새 ROI 등록,
500,Leads ROI 전부 추가,/teaching/lga/update?propertyName=Leads_Button&value=add,5,Leads ROI 전체 추가,
501,Leads 영역 추가해 주시겠어요?,/teaching/lga/update?propertyName=Leads_Button&value=add,5,Leads ROI 추가 요청,
502,Leads ROI 다시 생성해 주세요,/teaching/lga/update?propertyName=Leads_Button&value=add,5,Leads 영역 ROI 새로 생성,
503,Leads 영역 신규 생성 바랍니다,/teaching/lga/update?propertyName=Leads_Button&value=add,5,신규 Leads ROI 추가,
504,DontCare ROI 초기화,/teaching/lga/update?propertyName=DontCare_Button&value=reset,5,DontCare ROI 초기화,
505,DontCare 전체 초기화,/teaching/lga/update?propertyName=DontCare_Button&value=reset,5,DontCare ROI 초기화,
506,DontCare ROI 완전초기화,/teaching/lga/update?propertyName=DontCare_Button&value=reset,5,,
507,DontCare ROI 영역 비움,/teaching/lga/update?propertyName=DontCare_Button&value=reset,5,,
508,DontCare 영역 리셋,/teaching/lga/update?propertyName=DontCare_Button&value=reset,5,DontCare 전부 초기화,
509,DontCare ROI 새로고침,/teaching/lga/update?propertyName=DontCare_Button&value=reset,5,DontCare ROI 전부 초기화,
510,DontCare ROI 새로 시작,/teaching/lga/update?propertyName=DontCare_Button&value=reset,5,DontCare ROI 전체 리셋,
511,DontCare 영역 리셋 할게요,/teaching/lga/update?propertyName=DontCare_Button&value=reset,5,DontCare ROI 초기화,
512,DontCare ROI 완전 리셋해주세요,/teaching/lga/update?propertyName=DontCare_Button&value=reset,5,DontCare 영역 ROI 초기화,
513,DontCare 영역 전부 초기화 부탁,/teaching/lga/update?propertyName=DontCare_Button&value=reset,5,DontCare ROI 초기화 명령,
514,DontCare ROI 삭제,/teaching/lga/update?propertyName=DontCare_Button&value=delete,5,DontCare ROI 삭제,
515,DontCare 영역 삭제해 주세요,/teaching/lga/update?propertyName=DontCare_Button&value=delete,5,DontCare ROI 삭제 명령,
516,DontCare 영역 ROI 삭제 요청,/teaching/lga/update?propertyName=DontCare_Button&value=delete,5,DontCare ROI 삭제,
517,DontCare ROI 모두 삭제해 주세요,/teaching/lga/update?propertyName=DontCare_Button&value=delete,5,DontCare 탭 ROI 삭제,
518,DontCare ROI 추가,/teaching/lga/update?propertyName=DontCare_Button&value=add,5,DontCare ROI 추가,
519,DontCare ROI 추가 바람,/teaching/lga/update?propertyName=DontCare_Button&value=add,5,,
520,DontCare ROI 추가 실행,/teaching/lga/update?propertyName=DontCare_Button&value=add,5,DontCare ROI 추가 명령,
521,DontCare 영역 신규 추가 부탁,/teaching/lga/update?propertyName=DontCare_Button&value=add,5,DontCare ROI 추가 요청,
522,Grid BGA Scratch Count 입력 ,/teaching/gridbga/update?propertyName=ScratchCount&value=3,5,BGA Scratch Count 설정,
523,Grid BGA Saw Offset X 변경 ,/teaching/gridbga/update?propertyName=SawOffsetX&value=0.025,5,BGA Saw Offset X 설정,
524,Grid BGA Pattern Count 확인 ,/teaching/gridbga/update?propertyName=PatternCount&value=16,5,BGA Pattern Count 입력,
525,Grid BGA Package Width 설정 ,/teaching/gridbga/update?propertyName=PackageWidth&value=12.5,5,BGA Package Width 설정,
526,Grid BGA Package Height 설정 ,/teaching/gridbga/update?propertyName=PackageHeight&value=10.2,5,BGA Package Height 설정,
527,Grid BGA Foreign Material Count 상태 변경 ,/teaching/gridbga/update?propertyName=ForeignMaterialCount&value=2,5,BGA Foreign Material Count 설정,
528,Grid BGA Corner Degree Top Left 설정 ,/teaching/gridbga/update?propertyName=CornerDegreeTopLeft&value=89.5,5,BGA 코너 상단 좌측 각도 설정,
529,BGA 경로 초기화 ,/teaching/bga/update?propertyName=reset,5,BGA 경로 초기화,
530,BGA 티칭 창 RejectMark 탭 ROI 초기화 ,/teaching/bga/update?propertyName=RejectMarkRoi&value=reset,5,,
531,BGA RejectMark 로이 초기화 ,/teaching/bga/update?propertyName=RejectMarkRoi&value=reset,5,,
532,BGA 티칭 창 RejectMark 탭 ROI 삭제,/teaching/bga/update?propertyName=RejectMarkRoi&value=delete,5,,
533,BGA RejectMark 로이 삭제,/teaching/bga/update?propertyName=RejectMarkRoi&value=delete,5,,
534,BGA 티칭 창 RejectMark 탭 ROI 추가,/teaching/bga/update?propertyName=RejectMarkRoi&value=add,5,,
535,BGA RejectMark 로이 추가,/teaching/bga/update?propertyName=RejectMarkRoi&value=add,5,,
536,BGA RejectMark 로이 생성,/teaching/bga/update?propertyName=RejectMarkRoi&value=add,5,,
537,BGA 티칭 RejectMark ROI 생성,/teaching/bga/update?propertyName=RejectMarkRoi&value=add,5,,
538,BGA 티칭 창 FirstPin/Pattern 탭 ROI 초기화,/teaching/bga/update?propertyName=PatternRois&value=reset,5,,
539,BGA FirstPin/Pattern 로이 초기화,/teaching/bga/update?propertyName=PatternRois&value=reset,5,,
540,BGA 티칭 창 FirstPin/Pattern 탭 ROI 삭제,/teaching/bga/update?propertyName=PatternRois&value=delete,5,,
541,BGA FirstPin/Pattern 로이 삭제,/teaching/bga/update?propertyName=PatternRois&value=delete,5,,
542,BGA 티칭 창 FirstPin/Pattern 탭 ROI 추가,/teaching/bga/update?propertyName=PatternRois&value=add,5,,
543,BGA FirstPin/Pattern 로이 추가,/teaching/bga/update?propertyName=PatternRois&value=add,5,,
544,BGA FirstPin/Pattern 로이 생성,/teaching/bga/update?propertyName=PatternRois&value=add,5,,
545,BGA 티칭 FirstPin/Pattern ROI 생성,/teaching/bga/update?propertyName=PatternRois&value=add,5,,
546,BGA Edge 감지 모드를 Last,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=Last,5,,*확인필요 <> 맞는지
547,BGA 엣지 감지 모드 Last,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=Last,5,,
548,BGA Edge Detect Mode Last,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=Last,5,,
549,BGA Edge 감지 모드를 First,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=First,5,,
550,BGA 엣지 감지 모드 First,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=First,5,,
551,BGA Edge Detect Mode First,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=First,5,,
552,BGA Edge 감지 모드를 Best,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=Best,5,,
553,BGA 엣지 감지 모드 Best,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=Best,5,,
554,BGA Edge Detect Mode Best,/teaching/bga/update?propertyName=PackageEdgeDetectMode&value=Best,5,,
555,BGA Edge 감지 방향을 Vertical,/teaching/bga/update?propertyName=PackageEdgeDetectDirection&value=Vertical,5,,
556,BGA 엣지 감지 방향 Vertical,/teaching/bga/update?propertyName=PackageEdgeDetectDirection&value=Vertical,5,,
557,BGA Edge Detect Direction Vertical,/teaching/bga/update?propertyName=PackageEdgeDetectDirection&value=Vertical,5,,
558,BGA Edge 감지 방향을 Horizontal,/teaching/bga/update?propertyName=PackageEdgeDetectDirection&value=Horizontal,5,,
559,BGA 엣지 감지 방향 Horizontal,/teaching/bga/update?propertyName=PackageEdgeDetectDirection&value=Horizontal,5,,
560,BGA Edge Detect Direction Horizontal,/teaching/bga/update?propertyName=PackageEdgeDetectDirection&value=Horizontal,5,,
561,BGA Edge 감지 방향을 All,/teaching/bga/update?propertyName=PackageEdgeDetectDirection&value=All,5,,
562,BGA 엣지 감지 방향 All,/teaching/bga/update?propertyName=PackageEdgeDetectDirection&value=All,5,,
563,BGA Edge Detect Direction All,/teaching/bga/update?propertyName=PackageEdgeDetectDirection&value=All,5,,
564,BGA Surface 탭으로 이동,/teaching/bga/update?propertyName=moveTab&value=Surface,5,BGA 티칭 창에서 특정 탭으로 이동,
565,BGA Surface tab,/teaching/bga/update?propertyName=moveTab&value=Surface,5,BGA 티칭 창에서 특정 탭으로 이동,
566,BGA 서페이스 탭으로 이동,/teaching/bga/update?propertyName=moveTab&value=Surface,5,BGA 티칭 창에서 특정 탭으로 이동,
567,BGA Sawing 탭으로 이동,/teaching/bga/update?propertyName=moveTab&value=Sawing,5,BGA 티칭 창에서 특정 탭으로 이동,
568,BGA Sawing tab,/teaching/bga/update?propertyName=moveTab&value=Sawing,5,BGA 티칭 창에서 특정 탭으로 이동,
569,BGA 소잉 탭으로 이동,/teaching/bga/update?propertyName=moveTab&value=Sawing,5,BGA 티칭 창에서 특정 탭으로 이동,
570,BGA Result 탭으로 이동,/teaching/bga/update?propertyName=moveTab&value=Result,5,BGA 티칭 창에서 특정 탭으로 이동,
571,BGA Result tab,/teaching/bga/update?propertyName=moveTab&value=Result,5,BGA 티칭 창에서 특정 탭으로 이동,
572,BGA 리저트 탭,/teaching/bga/update?propertyName=moveTab&value=Result,5,BGA 티칭 창에서 특정 탭으로 이동,
573,BGA RejectMark 탭으로 이동,/teaching/bga/update?propertyName=moveTab&value=RejectMark,5,BGA 티칭 창에서 특정 탭으로 이동,
574,BGA RejectMark tab,/teaching/bga/update?propertyName=moveTab&value=RejectMark,5,BGA 티칭 창에서 특정 탭으로 이동,
575,BGA Package 탭으로 이동,/teaching/bga/update?propertyName=moveTab&value=Package,5,BGA 티칭 창에서 특정 탭으로 이동,
576,BGA Package tab,/teaching/bga/update?propertyName=moveTab&value=Package,,BGA 티칭 창에서 특정 탭으로 이동,
577,BGA 패키지 탭,/teaching/bga/update?propertyName=moveTab&value=Package,,BGA 티칭 창에서 특정 탭으로 이동,
578,BGA FirstPin/Pattern 탭으로 이동,/teaching/bga/update?propertyName=moveTab&value=FirstPin/Pattern,,BGA 티칭 창에서 특정 탭으로 이동,
579,BGA FirstPin/Pattern tab,/teaching/bga/update?propertyName=moveTab&value=FirstPin/Pattern,,BGA 티칭 창에서 특정 탭으로 이동,
580,BGA DontCare 탭으로 이동,/teaching/bga/update?propertyName=moveTab&value=DontCare,,BGA 티칭 창에서 특정 탭으로 이동,
581,BGA DontCare tab,/teaching/bga/update?propertyName=moveTab&value=DontCare,5,BGA 티칭 창에서 특정 탭으로 이동,
582,BGA Ball 탭으로 이동,/teaching/bga/update?propertyName=moveTab&value=Ball,5,BGA 티칭 창에서 특정 탭으로 이동,
583,BGA Ball tab,/teaching/bga/update?propertyName=moveTab&value=Ball,5,BGA 티칭 창에서 특정 탭으로 이동,
584,BGA 볼 탭,/teaching/bga/update?propertyName=moveTab&value=Ball,5,BGA 티칭 창에서 특정 탭으로 이동,
585,bga Result 탭 Inspection 버튼 클릭,/teaching/bga/update?propertyName=inspectTeaching&value=1,5,,
586,bga Result 탭 Inspection,/teaching/bga/update?propertyName=inspectTeaching&value=1,5,,
587,bga Result Inspection 눌러줘,/teaching/bga/update?propertyName=inspectTeaching&value=1,5,,
588,bga Result Inspection 실행,/teaching/bga/update?propertyName=inspectTeaching&value=1,5,,
589,bga Result Inspection 시작,/teaching/bga/update?propertyName=inspectTeaching&value=1,5,,
590,bga 실제 검사 진행,/teaching/bga/update?propertyName=inspectTeaching&value=1,5,,
591,bga 검사 테스트,/teaching/bga/update?propertyName=inspectTeaching&value=1,5,,
